#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
339,SIC250007,山景服務處|(S),興趣班組|(IC),賀年掛飾DIY(四)|(SIC250007),2025-01-02 (開始)|2025-01-02 (結束),14:00 (開始)|15:30 (結束),四,1 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$20.00 (課程)|$120.00 (非會員)|,,學生數: 3
340,SIC250006,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC250006),2025-01-28 (開始)|2025-03-18 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 5
341,SIC241060,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC241060),2024-12-29 (開始)|2025-01-19 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
342,SIC241059,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC241059),2025-01-04 (開始)|2025-01-25 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 5
343,SIC241058,山景服務處|(S),興趣班組|(IC),(舊生優先)兒童珠心算A|(SIC241058),2025-01-04 (開始)|2025-01-25 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),9 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 6
344,SIC250005,山景服務處|(S),興趣班組|(IC),兒童綜合畫班|(SIC250005),2025-01-06 (開始)|2025-02-24 (結束),16:30 (開始)|17:30 (結束),一,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 5
345,SIC250004,山景服務處|(S),專業課程|(PC),劍橋英語-starters級|(SIC250004),2025-01-11 (開始)|2025-02-22 (結束),17:30 (開始)|18:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 5
346,SIC250003,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC250003),2025-01-11 (開始)|2025-02-01 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 3
347,SIC250002,山景服務處|(S),興趣班組|(IC),數學精讀班|(SIC250002),2025-01-11 (開始)|2025-02-01 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 1
348,SIC250001,山景服務處|(S),興趣班組|(IC),成人毛筆書法課程|(SIC250001),2025-02-26 (開始)|2025-04-23 (結束),14:00 (開始)|15:30 (結束),三,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 7
349,SIC241057,山景服務處|(S),興趣班組|(IC),(新生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第三期)|(SIC241057),2024-12-12 (開始)|2025-02-13 (結束),16:15 (開始)|17:15 (結束),四,6 (堂數)|4 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),1 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 1
350,SIC241056,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC241056),2024-12-27 (開始)|2025-04-11 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|6 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),21 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 15
351,SIC241055,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC241055),2024-12-02 (開始)|2024-12-31 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",20 (堂數)|2 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,300.00 (課程)|$1,400.00 (非會員)|",,學生數: 1
352,SIC241054,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC241054),2024-12-01 (開始)|2024-12-22 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
353,SIC241053,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC241053),2024-12-01 (開始)|2024-12-22 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
354,SIC241052,山景服務處|(S),興趣班組|(IC),LOVE English Phonics A(高級)|(SIC241052),2024-12-14 (開始)|2025-01-25 (結束),15:30 (開始)|16:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 3
355,SIC241051,山景服務處|(S),興趣班組|(IC),LOVE English Phonics B(高級)|(SIC241051),2025-01-04 (開始)|2025-02-15 (結束),16:30 (開始)|17:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 3
356,SIC241050,山景服務處|(S),興趣班組|(IC),樂兒英文字詞拼讀初班|(SIC241050),2024-12-14 (開始)|2025-01-25 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 4
357,SIC241049,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(中班)|( SIC241049),2024-12-12 (開始)|2025-02-13 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|4 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 7
358,SIC241049,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第三期)|(SIC241049),2024-12-12 (開始)|2025-02-13 (結束),16:15 (開始)|17:15 (結束),四,6 (堂數)|4 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),15 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 12
359,SIC241048,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(高班)|(SIC241048),2024-12-12 (開始)|2025-02-13 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|4 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),3 人,$620.00 (課程)|$720.00 (非會員)|,,學生數: 3
360,SIC241047,山景服務處|(S),興趣班組|(IC),跆拳道班C18:00-19:00|(SIC241047),2024-11-15 (開始)|2024-11-29 (結束),18:00 (開始)|19:00 (結束),五,3 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,SK|(SK4),10 人,$225.00 (課程)|$325.00 (非會員)|,,學生數: 0
361,SIC241046,山景服務處|(S),興趣班組|(IC),(個別)跆拳道班C18:00-19:00|( SIC241046),2024-11-08 (開始)|2024-11-29 (結束),18:00 (開始)|19:00 (結束),五,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,SK|(SK4),10 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 1
362,SIC241046,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC241046),2024-11-30 (開始)|2024-12-21 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),9 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 9
363,SIC241045,山景服務處|(S),興趣班組|(IC),(舊生優先)兒童珠心算A|(SIC241045),2024-11-30 (開始)|2024-12-21 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 6
364,SIC241044,山景服務處|(S),興趣班組|(IC),數學精讀班|(SIC241044),2024-12-14 (開始)|2025-01-04 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 1
365,SIC241043,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC241043),2024-12-14 (開始)|2025-01-04 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 4
366,SIC241042,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC241042),2024-11-03 (開始)|2024-11-24 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
367,SIC241041,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC241041),2024-11-03 (開始)|2024-11-24 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
368,SIC241040,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元美勞班|(SIC241040),2024-11-19 (開始)|2025-02-25 (結束),16:30 (開始)|17:30 (結束),二,11 (堂數)|4 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),12 人,"$1,000.00 (課程)|$1,100.00 (非會員)|",,學生數: 10
369,SIC241039,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童跆拳道課程|(SIC241039),2024-11-15 (開始)|2025-03-07 (結束),16:30 (開始)|17:30 (結束),五,10 (堂數)|7 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),20 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 20
370,SIC241038,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童中國舞課程|(SIC241038),2024-11-18 (開始)|2025-02-24 (結束),16:30 (開始)|17:30 (結束),一,10 (堂數)|5 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),12 人,$720.00 (課程)|$820.00 (非會員)|,,學生數: 11
371,SIC241037,山景服務處|(S),興趣班組|(IC),中國茶入門證書課程|(SIC241037),2024-11-07 (開始)|2025-01-02 (結束),19:30 (開始)|21:30 (結束),四,8 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,"$2,800.00 (課程)|$2,900.00 (非會員)|",,學生數: 0
372,SIC241036,山景服務處|(S),興趣班組|(IC),茶療體驗班|(SIC241036),2024-10-31 (開始)|2024-10-31 (結束),12:00 (開始)|14:00 (結束),四,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$120.00 (課程)|$220.00 (非會員)|,,學生數: 0
373,SIC241035,山景服務處|(S),興趣班組|(IC),茶道文化體驗班|(SIC241035),2024-10-31 (開始)|2024-10-31 (結束),14:00 (開始)|16:00 (結束),四,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$80.00 (課程)|$180.00 (非會員)|,,學生數: 0
374,SIC241034,山景服務處|(S),興趣班組|(IC),兒童綜合畫班|(SIC241034),2024-11-18 (開始)|2024-12-30 (結束),16:30 (開始)|17:30 (結束),一,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 4
375,SIC241033,山景服務處|(S),興趣班組|(IC),(舊生優先)鉛筆素描|(SIC241033),2025-01-08 (開始)|2025-03-19 (結束),10:30 (開始)|12:30 (結束),三,10 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),13 人,$430.00 (課程)|$530.00 (非會員)|,,學生數: 13
376,SIC241032,山景服務處|(S),興趣班組|(IC),課餘託管B(P1-P3)|(SIC241032),2024-11-01 (開始)|2024-11-29 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",21 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,300.00 (課程)|$1,400.00 (非會員)|",,學生數: 1
377,SIC241031,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC241031),2024-11-16 (開始)|2024-12-07 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 4
378,SIC241030,山景服務處|(S),興趣班組|(IC),數學精讀班|(SIC241030),2024-11-02 (開始)|2024-12-07 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 1
379,SIC241029,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第二期)|(SIC241029),2024-10-24 (開始)|2024-12-05 (結束),16:15 (開始)|17:15 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),15 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 13
380,SIC241028,山景服務處|(S),興趣班組|(IC),(個別)兒童珠心算B|(SIC241028),2024-10-05 (開始)|2024-11-23 (結束),12:00 (開始)|13:00 (結束),六,8 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$570.00 (課程)|$670.00 (非會員)|,,學生數: 1
381,SIC241027,山景服務處|(S),興趣班組|(IC),(個別)兒童珠心算A|(SIC241027),2024-10-05 (開始)|2024-11-23 (結束),13:00 (開始)|14:00 (結束),六,8 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$570.00 (課程)|$670.00 (非會員)|,,學生數: 1
382,SFP241004,山景服務處|(S),活動|(E),愉快一天遊|(SFP241004),2024-12-22 (開始)|2024-12-22 (結束),09:00 (開始)|17:00 (結束),日,1 (堂數)|0 (停課)|8 小時 0 分 (時長)|,,,SK|(SK4),58 人,$188.00 (課程)|$288.00 (非會員)|,,學生數: 47
383,SIC241026,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC241026),2024-10-06 (開始)|2024-10-27 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
384,SIC241025,山景服務處|(S),專業課程|(PC),劍橋英語-starters級|(SIC241025),2024-11-16 (開始)|2025-01-04 (結束),17:30 (開始)|18:30 (結束),六,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 2
385,SIC241024,山景服務處|(S),興趣班組|(IC),Jolly Phonics兒童英文拼音課程(第一期)|(SIC241024),2024-10-24 (開始)|2024-11-28 (結束),14:45 (開始)|15:45 (結束),四,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 0
386,SIC241023,山景服務處|(S),興趣班組|(IC),跆拳道班C18:00-19:00|(SIC241023),2024-11-01 (開始)|2024-11-29 (結束),18:00 (開始)|19:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,SK|(SK4),10 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 2
387,SIC241022,山景服務處|(S),興趣班組|(IC),課餘託管B(P4-P6)|(SIC241022),2024-10-02 (開始)|2024-10-31 (結束),17:30 (開始)|19:00 (結束),"一, 二, 三, 四, 五",21 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,500.00 (課程)|$1,600.00 (非會員)|",,學生數: 0
388,SIC241021,山景服務處|(S),興趣班組|(IC),課餘託管B(P1-P3)|(SIC241021),2024-10-02 (開始)|2024-10-31 (結束),17:30 (開始)|19:00 (結束),"一, 二, 三, 四, 五",21 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,300.00 (課程)|$1,400.00 (非會員)|",,學生數: 1
389,SIC241020,山景服務處|(S),興趣班組|(IC),LOVE English Phonics B(中級)|(SIC241020),2024-10-26 (開始)|2024-12-07 (結束),16:30 (開始)|17:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 4
390,SIC241019,山景服務處|(S),興趣班組|(IC),LOVE English Phonics A(中級)|(SIC241019),2024-10-26 (開始)|2024-12-07 (結束),15:30 (開始)|16:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 4
391,SIC241018,山景服務處|(S),興趣班組|(IC),樂兒英文字詞拼讀初班|(SIC241018),2024-10-26 (開始)|2024-12-07 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 4
392,SIC241017,山景服務處|(S),興趣班組|(IC),(個別)英文精讀班|(SIC241017),2024-10-05 (開始)|2024-11-09 (結束),09:30 (開始)|10:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),2 人,$360.00 (課程)|$460.00 (非會員)|,,學生數: 2
393,SIC241016,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（11:45 - 12:15）|(SIC241016),2024-10-06 (開始)|2024-10-27 (結束),11:45 (開始)|12:15 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
394,SIC241015,山景服務處|(S),興趣班組|(IC),成人毛筆書法課程|(SIC241015),2024-11-20 (開始)|2025-02-19 (結束),14:00 (開始)|15:30 (結束),三,8 (堂數)|6 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$340.00 (課程)|$440.00 (非會員)|,,學生數: 8
395,SIC241014,山景服務處|(S),興趣班組|(IC),(網課)I LOVE PHONICS B(高班)|(SIC241014),2024-10-05 (開始)|2024-10-26 (結束),22:00 (開始)|23:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,SK|(SK4),2 人,"$1,100.00 (課程)|$1,200.00 (非會員)|",,學生數: 0
396,SIC241013,山景服務處|(S),興趣班組|(IC),數學精讀班|(SIC241013),2024-10-05 (開始)|2024-10-26 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 2
397,SIC241012,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC241012),2024-10-19 (開始)|2024-11-09 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 3
398,SIC241011,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC241011),2024-11-02 (開始)|2024-11-23 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 6
399,SIC241010,山景服務處|(S),興趣班組|(IC),(舊生優先)兒童珠心算A|(SIC241010),2024-11-02 (開始)|2024-11-23 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),9 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 9
400,SIC241009,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(高班)|(SIC241009),2024-10-24 (開始)|2024-12-05 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),3 人,$620.00 (課程)|$720.00 (非會員)|,,學生數: 3
401,SIC241008,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(中班)|(SIC241008),2024-10-24 (開始)|2024-12-05 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),5 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 5
402,SIC241007,山景服務處|(S),興趣班組|(IC),(個別)I LOVE PHONICS B(中班)|(SIC241007),2024-10-03 (開始)|2024-12-05 (結束),17:30 (開始)|18:30 (結束),四,9 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$840.00 (課程)|$940.00 (非會員)|,,學生數: 1
403,SIC241006,山景服務處|(S),興趣班組|(IC),(個別)I LOVE PHONICS B(高班)|(SIC241006),2024-10-03 (開始)|2024-12-05 (結束),17:30 (開始)|18:30 (結束),四,9 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,"$930.00 (課程)|$1,030.00 (非會員)|",,學生數: 1
404,SIC241005,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC241005),2024-10-08 (開始)|2024-11-26 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 2
405,SIC241004,山景服務處|(S),興趣班組|(IC),(舊生優先)鉛筆素描|(SIC241004),2024-10-09 (開始)|2024-12-18 (結束),10:30 (開始)|12:30 (結束),三,10 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),13 人,$430.00 (課程)|$530.00 (非會員)|,,學生數: 13
406,SIC241003,山景服務處|(S),興趣班組|(IC),兒童綜合畫班|(SIC241003),2024-10-07 (開始)|2024-11-11 (結束),16:30 (開始)|17:30 (結束),一,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 3
407,SIC241002,山景服務處|(S),興趣班組|(IC),電鋼琴班(日)（12:30 - 13:00）|(SIC241002),2024-09-08 (開始)|2024-09-29 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
408,SFP241003,山景服務處|(S),活動|(E),湛江、茂名、海南島六天汽車團-【單人補房差】|(SFP241003),2024-11-23 (開始)|2024-11-28 (結束),07:30 (開始)|16:00 (結束),"一, 二, 三, 四, 六, 日",6 (堂數)|0 (停課)|8 小時 30 分 (時長)|,,,SK|(SK4),2 人,"$950.00 (課程)|$1,050.00 (非會員)|",,學生數: 0
409,SFP241002,山景服務處|(S),活動|(E),湛江、茂名、海南島六天汽車團-小童(10 歲以下不佔床)|(SFP241002),2024-11-23 (開始)|2024-11-28 (結束),07:30 (開始)|16:00 (結束),"一, 二, 三, 四, 六, 日",6 (堂數)|0 (停課)|8 小時 30 分 (時長)|,,,SK|(SK4),2 人,"$3,528.00 (課程)|$3,928.00 (非會員)|",,學生數: 0
410,SFP241001,山景服務處|(S),活動|(E),(退款)湛江、茂名、海南島六天汽車團-成人|(SFP241001),2024-11-23 (開始)|2024-11-28 (結束),07:30 (開始)|16:00 (結束),"一, 二, 三, 四, 六, 日",6 (堂數)|0 (停課)|8 小時 30 分 (時長)|,,,SK|(SK4),40 人,"$3,768.00 (課程)|$4,168.00 (非會員)|",,學生數: 2
411,SIC241001,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC241001),2024-12-03 (開始)|2025-01-21 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
