#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
82,SIC250250,山景服務處|(S),興趣班組|(IC),養生詠春拳進階班(優惠課程)|(SIC250250),2025-11-24 (開始)|2026-01-26 (結束),15:30 (開始)|16:30 (結束),一,8 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$80.00 (課程)|$180.00 (非會員)|,,學生數: 11
83,SIC250249,山景服務處|(S),興趣班組|(IC),兒童武術班(優惠課程) |(SIC250249),2025-10-14 (開始)|2025-11-04 (結束),17:30 (開始)|18:30 (結束),二,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),10 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 4
84,SIC250248,山景服務處|(S),興趣班組|(IC),自選歌曲唱歌班|(SIC250248),2025-10-02 (開始)|2025-11-27 (結束),13:30 (開始)|15:00 (結束),四,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 13
85,SIC250247,山景服務處|(S),興趣班組|(IC),流行粵語金曲合唱表演班(三)|(SIC250247),2025-10-15 (開始)|2025-12-24 (結束),10:30 (開始)|12:00 (結束),三,10 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 17
86,SIC250246,山景服務處|(S),興趣班組|(IC),(個別)課餘託管A(P1-P3)|(SIC250246),2025-09-11 (開始)|2025-09-30 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",14 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,400.00 (課程)|$1,500.00 (非會員)|",,學生數: 1
87,SIC250245,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC250245),2025-10-04 (開始)|2025-10-25 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
88,SFP250015,山景服務處|(S),活動|(E),(補差額)豪玩肇慶璀璨明珠二天遊|(SFP250015),2025-09-21 (開始)|2025-09-22 (結束),08:00 (開始)|17:00 (結束),"一, 日",2 (堂數)|0 (停課)|9 小時 0 分 (時長)|,是,8：00 羅湖金舟港餐廳 /9:00 深圳灣口岸(中方),,1 人,$288.00 (課程)|$388.00 (非會員)|,,學生數: 1
89,SIC250244,山景服務處|(S),興趣班組|(IC),(轉班忘憂鼓)成人中國舞|(SIC250244),2025-10-14 (開始)|2025-12-02 (結束),14:00 (開始)|15:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),1 人,$220.00 (課程)|$320.00 (非會員)|,,學生數: 1
90,SIC250243,山景服務處|(S),興趣班組|(IC),成人中國舞|(SIC250243),2025-10-14 (開始)|2025-12-02 (結束),14:00 (開始)|15:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),15 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
91,SIC250242,山景服務處|(S),興趣班組|(IC),口琴課程初班|(SIC250242),2025-11-12 (開始)|2025-12-03 (結束),16:00 (開始)|17:00 (結束),三,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 0
92,SIC250241,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程I(二)|(SIC250241),2025-09-30 (開始)|2025-11-25 (結束),19:15 (開始)|20:30 (結束),二,8 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 7
93,SFP250014,山景服務處|(S),活動|(E),(第二車)豪玩肇慶璀璨明珠二天遊|(SFP250014),2025-09-21 (開始)|2025-09-22 (結束),08:00 (開始)|17:00 (結束),"一, 日",2 (堂數)|0 (停課)|9 小時 0 分 (時長)|,是,8：00 羅湖金舟港餐廳 /9:00 深圳灣口岸(中方),,43 人,$99.00 (課程)|,,學生數: 43
94,SFP250013,山景服務處|(S),活動|(E),龍脊桂林開心愉快雙動四天團(18-79歲)|(SFP250013),2025-10-25 (開始)|2025-10-28 (結束),07:30 (開始)|17:00 (結束),"一, 二, 六, 日",4 (堂數)|0 (停課)|9 小時 30 分 (時長)|,是,福田口岸,,40 人,"$1,119.00 (課程)|$1,319.00 (非會員)|",,學生數: 25
95,SIC250240,山景服務處|(S),興趣班組|(IC),兒童珠心算A|(SIC250240),2025-09-06 (開始)|2025-09-27 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
96,SFP250012,山景服務處|(S),活動|(E),豪玩肇慶璀璨明珠二天遊|(SFP250012),2025-09-21 (開始)|2025-09-22 (結束),08:00 (開始)|17:00 (結束),"一, 日",2 (堂數)|0 (停課)|9 小時 0 分 (時長)|,是,8：00 羅湖金舟港餐廳 / 9:00 深圳灣口岸(中方),,45 人,$99.00 (課程)|$199.00 (非會員)|,,學生數: 45
97,SIC250239,山景服務處|(S),興趣班組|(IC),數學精讀班(優惠課程)|(SIC250239),2025-11-15 (開始)|2025-12-06 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 5
98,SIC250238,山景服務處|(S),興趣班組|(IC),英文精讀班(優惠課程)|(SIC250238),2025-11-15 (開始)|2025-12-06 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 3
99,SIC250237,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250237),2025-09-07 (開始)|2025-09-28 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
100,SIC250236,山景服務處|(S),活動|(E),(代收瞳心協會)平安鐘講座暨長者茶聚|(SIC250236),2025-08-27 (開始)|2025-08-27 (結束),14:00 (開始)|16:00 (結束),三,1 (堂數)|0 (停課)|2 小時 0 分 (時長)|,是,山景邨逸翠軒海鮮酒家,,120 人,$0.00 (課程)|$100.00 (非會員)|,,學生數: 107
